freq,psd_x,psd_y,psd_z,psd_xyz
48.4,1.504e+04,1.836e+06,3.394e+05,2.190e+06
49.9,1.683e+04,1.608e+06,2.591e+05,1.884e+06
51.4,2.250e+04,1.126e+06,2.036e+05,1.353e+06
52.9,2.158e+04,7.084e+05,1.612e+05,8.911e+05
54.4,1.789e+04,5.417e+05,1.419e+05,7.015e+05
55.9,1.945e+04,4.755e+05,1.294e+05,6.244e+05
57.4,2.031e+04,4.067e+05,1.096e+05,5.366e+05
58.9,1.829e+04,3.211e+05,7.890e+04,4.183e+05
60.5,1.876e+04,3.222e+05,6.674e+04,4.077e+05
62.0,1.618e+04,3.256e+05,5.893e+04,4.007e+05
63.5,1.216e+04,3.458e+05,4.756e+04,4.055e+05
65.0,9.863e+03,3.922e+05,4.277e+04,4.449e+05
66.5,7.016e+03,4.037e+05,4.382e+04,4.546e+05
68.0,5.684e+03,3.798e+05,4.642e+04,4.319e+05
69.5,5.556e+03,3.305e+05,4.731e+04,3.834e+05
71.0,5.439e+03,2.768e+05,4.891e+04,3.311e+05
72.5,5.467e+03,2.288e+05,5.475e+04,2.890e+05
74.1,5.374e+03,1.893e+05,6.320e+04,2.579e+05
75.6,5.224e+03,1.734e+05,7.196e+04,2.506e+05
77.1,6.090e+03,1.699e+05,7.533e+04,2.513e+05
78.6,6.987e+03,2.331e+05,6.570e+04,3.058e+05
80.1,4.941e+03,3.147e+05,4.490e+04,3.645e+05
81.6,4.283e+03,3.542e+05,2.678e+04,3.853e+05
83.1,4.931e+03,3.628e+05,1.653e+04,3.843e+05
84.6,5.899e+03,3.434e+05,1.067e+04,3.600e+05
86.1,5.820e+03,3.220e+05,7.484e+03,3.353e+05
87.7,4.520e+03,3.015e+05,6.738e+03,3.128e+05
89.2,4.318e+03,2.661e+05,6.834e+03,2.773e+05
90.7,4.980e+03,2.326e+05,6.638e+03,2.442e+05
92.2,4.901e+03,2.138e+05,7.163e+03,2.259e+05
93.7,5.469e+03,1.939e+05,7.125e+03,2.065e+05
95.2,6.743e+03,1.805e+05,6.706e+03,1.940e+05
96.7,9.542e+03,1.784e+05,5.790e+03,1.938e+05
98.2,1.448e+04,1.708e+05,4.710e+03,1.899e+05
99.7,1.421e+04,1.719e+05,4.154e+03,1.902e+05
101.3,1.035e+04,1.655e+05,3.394e+03,1.793e+05
102.8,8.412e+03,1.465e+05,2.715e+03,1.577e+05
104.3,7.369e+03,1.510e+05,2.266e+03,1.607e+05
105.8,6.609e+03,1.831e+05,2.095e+03,1.918e+05
107.3,6.332e+03,1.906e+05,1.722e+03,1.987e+05
108.8,6.280e+03,1.781e+05,1.296e+03,1.857e+05
110.3,5.509e+03,1.705e+05,1.099e+03,1.771e+05
111.8,8.832e+03,1.830e+05,1.349e+03,1.931e+05
113.3,1.550e+04,2.110e+05,1.967e+03,2.285e+05
114.9,2.027e+04,2.062e+05,2.327e+03,2.288e+05
116.4,2.779e+04,2.033e+05,2.478e+03,2.336e+05
117.9,3.505e+04,2.012e+05,2.463e+03,2.387e+05
119.4,3.746e+04,2.052e+05,2.453e+03,2.451e+05
120.9,3.256e+04,2.132e+05,2.199e+03,2.480e+05
122.4,3.045e+04,2.177e+05,2.196e+03,2.503e+05
123.9,3.070e+04,2.348e+05,2.415e+03,2.679e+05
125.4,2.652e+04,2.456e+05,2.539e+03,2.747e+05
126.9,2.516e+04,2.479e+05,2.560e+03,2.756e+05
128.5,2.589e+04,2.568e+05,2.334e+03,2.850e+05
130.0,2.561e+04,2.666e+05,2.471e+03,2.946e+05
131.5,2.481e+04,2.653e+05,2.439e+03,2.925e+05
133.0,2.002e+04,1.424e+05,1.755e+03,1.641e+05
134.5,1.725e+04,3.363e+04,1.287e+03,5.216e+04
136.0,1.966e+04,2.481e+04,1.213e+03,4.568e+04
137.5,2.956e+04,2.609e+04,1.317e+03,5.696e+04
139.0,4.513e+04,2.536e+04,1.277e+03,7.177e+04
140.5,5.971e+04,1.944e+04,1.020e+03,8.017e+04
142.1,6.867e+04,1.176e+04,7.167e+02,8.114e+04
143.6,4.987e+04,6.481e+03,3.296e+02,5.668e+04
145.1,2.165e+04,8.620e+03,1.809e+02,3.045e+04
146.6,7.254e+03,9.921e+03,1.407e+02,1.732e+04
148.1,5.229e+03,1.110e+04,1.569e+02,1.648e+04
149.6,5.710e+03,1.169e+04,2.250e+02,1.762e+04
151.1,9.377e+03,1.697e+04,3.540e+02,2.670e+04
152.6,1.505e+04,2.239e+04,6.235e+02,3.805e+04
154.1,1.800e+04,2.174e+04,7.561e+02,4.050e+04
155.7,2.076e+04,1.887e+04,7.000e+02,4.033e+04
157.2,2.444e+04,1.781e+04,6.558e+02,4.291e+04
158.7,2.812e+04,2.090e+04,7.119e+02,4.973e+04
160.2,2.696e+04,2.244e+04,7.677e+02,5.017e+04
161.7,2.219e+04,2.106e+04,6.575e+02,4.391e+04
163.2,2.060e+04,2.243e+04,5.546e+02,4.359e+04
164.7,2.179e+04,2.265e+04,4.441e+02,4.488e+04
166.2,2.446e+04,2.180e+04,3.888e+02,4.665e+04
167.8,2.626e+04,2.035e+04,3.676e+02,4.697e+04
169.3,3.124e+04,2.337e+04,3.327e+02,5.494e+04
170.8,2.378e+04,1.892e+04,2.519e+02,4.295e+04
172.3,2.702e+04,1.949e+04,2.310e+02,4.673e+04
173.8,2.964e+04,2.194e+04,2.476e+02,5.182e+04
175.3,2.895e+04,2.236e+04,2.715e+02,5.158e+04
176.8,2.643e+04,2.181e+04,3.027e+02,4.854e+04
178.3,2.780e+04,2.354e+04,3.456e+02,5.168e+04
179.8,2.422e+04,2.238e+04,3.571e+02,4.696e+04
181.4,2.178e+04,2.007e+04,3.658e+02,4.221e+04
182.9,2.454e+04,1.859e+04,3.976e+02,4.353e+04
184.4,3.093e+04,1.884e+04,4.375e+02,5.021e+04
185.9,3.419e+04,1.512e+04,4.632e+02,4.978e+04
187.4,3.819e+04,1.389e+04,6.167e+02,5.269e+04
188.9,4.817e+04,1.645e+04,7.912e+02,6.541e+04
190.4,4.723e+04,1.711e+04,9.190e+02,6.526e+04
191.9,4.363e+04,1.536e+04,8.504e+02,5.984e+04
193.4,4.113e+04,1.576e+04,6.868e+02,5.757e+04
195.0,3.739e+04,1.726e+04,4.823e+02,5.513e+04
196.5,3.470e+04,1.978e+04,4.238e+02,5.490e+04
198.0,3.331e+04,2.735e+04,6.176e+02,6.128e+04
199.5,2.646e+04,3.249e+04,8.859e+02,5.984e+04
