freq,psd_x,psd_y,psd_z,psd_xyz
178.3,4.294e+05,1.193e+04,1.029e+03,4.424e+05
179.9,4.130e+05,1.063e+04,9.989e+02,4.246e+05
181.4,3.825e+05,1.030e+04,1.030e+03,3.938e+05
182.9,3.591e+05,1.223e+04,1.071e+03,3.724e+05
184.4,3.579e+05,1.105e+04,1.111e+03,3.701e+05
185.9,3.097e+05,9.341e+03,1.301e+03,3.204e+05
187.4,2.766e+05,1.000e+04,1.591e+03,2.881e+05
188.9,2.303e+05,1.069e+04,1.790e+03,2.428e+05
190.4,2.158e+05,1.146e+04,2.082e+03,2.293e+05
191.9,2.121e+05,1.299e+04,2.446e+03,2.275e+05
193.5,2.136e+05,1.273e+04,2.346e+03,2.286e+05
195.0,2.316e+05,1.080e+04,1.894e+03,2.443e+05
196.5,2.407e+05,1.070e+04,1.782e+03,2.532e+05
198.0,2.574e+05,1.083e+04,1.621e+03,2.699e+05
199.5,2.736e+05,8.801e+03,8.187e+02,2.832e+05
