freq,psd_x,psd_y,psd_z,psd_xyz
58.9,1.990e+04,4.876e+05,1.387e+05,6.462e+05
60.4,1.970e+04,4.701e+05,1.128e+05,6.027e+05
62.0,1.961e+04,4.730e+05,9.648e+04,5.891e+05
63.5,1.562e+04,4.893e+05,7.652e+04,5.814e+05
65.0,1.520e+04,5.782e+05,7.192e+04,6.653e+05
66.5,1.605e+04,6.475e+05,8.008e+04,7.436e+05
68.0,1.444e+04,6.523e+05,8.787e+04,7.546e+05
69.5,1.130e+04,5.911e+05,8.814e+04,6.906e+05
71.0,8.965e+03,4.910e+05,8.440e+04,5.843e+05
72.5,9.284e+03,4.091e+05,9.320e+04,5.115e+05
74.0,1.053e+04,3.247e+05,1.045e+05,4.397e+05
75.5,1.039e+04,2.559e+05,1.085e+05,3.748e+05
77.1,1.031e+04,2.844e+05,1.106e+05,4.053e+05
78.6,1.353e+04,4.066e+05,9.647e+04,5.166e+05
80.1,1.693e+04,5.408e+05,6.761e+04,6.254e+05
81.6,1.356e+04,6.771e+05,3.970e+04,7.303e+05
83.1,8.039e+03,7.232e+05,2.003e+04,7.513e+05
84.6,6.170e+03,6.926e+05,1.055e+04,7.093e+05
86.1,6.463e+03,6.440e+05,6.656e+03,6.571e+05
87.6,6.876e+03,6.047e+05,5.574e+03,6.171e+05
89.1,7.000e+03,5.399e+05,6.268e+03,5.531e+05
90.7,8.430e+03,4.879e+05,7.293e+03,5.036e+05
92.2,9.181e+03,4.495e+05,8.639e+03,4.673e+05
93.7,1.231e+04,4.196e+05,8.942e+03,4.409e+05
95.2,1.926e+04,3.937e+05,8.434e+03,4.214e+05
96.7,1.825e+04,3.518e+05,7.849e+03,3.779e+05
98.2,1.897e+04,3.304e+05,7.062e+03,3.564e+05
99.7,2.609e+04,2.077e+05,5.647e+03,2.395e+05
101.2,2.117e+04,5.341e+04,4.853e+03,7.944e+04
102.7,1.659e+04,3.276e+04,4.150e+03,5.349e+04
104.3,1.085e+04,2.657e+04,3.389e+03,4.081e+04
105.8,7.011e+03,2.134e+04,2.605e+03,3.096e+04
107.3,4.465e+03,1.774e+04,1.844e+03,2.405e+04
108.8,4.583e+03,1.589e+04,1.316e+03,2.179e+04
110.3,6.951e+03,1.619e+04,9.838e+02,2.412e+04
111.8,7.300e+03,1.789e+04,7.304e+02,2.592e+04
113.3,8.170e+03,1.722e+04,5.510e+02,2.595e+04
114.8,1.366e+04,1.620e+04,4.586e+02,3.032e+04
116.3,2.173e+04,3.082e+04,6.938e+02,5.325e+04
117.9,2.440e+04,4.538e+04,1.288e+03,7.106e+04
119.4,2.701e+04,4.587e+04,1.809e+03,7.469e+04
120.9,2.625e+04,4.640e+04,2.235e+03,7.489e+04
122.4,2.585e+04,3.866e+04,2.018e+03,6.653e+04
123.9,2.708e+04,3.425e+04,1.735e+03,6.307e+04
125.4,2.590e+04,3.447e+04,1.607e+03,6.198e+04
126.9,2.121e+04,3.949e+04,1.591e+03,6.229e+04
128.4,1.821e+04,4.055e+04,1.473e+03,6.023e+04
129.9,1.819e+04,3.031e+04,1.120e+03,4.963e+04
131.5,1.740e+04,2.962e+04,9.493e+02,4.797e+04
133.0,1.731e+04,3.537e+04,8.531e+02,5.353e+04
134.5,1.949e+04,4.203e+04,8.218e+02,6.234e+04
136.0,2.177e+04,4.249e+04,7.264e+02,6.499e+04
137.5,3.038e+04,4.695e+04,6.801e+02,7.801e+04
139.0,4.644e+04,4.778e+04,5.708e+02,9.479e+04
140.5,7.341e+04,4.264e+04,4.250e+02,1.165e+05
142.0,1.009e+05,3.467e+04,2.667e+02,1.358e+05
143.5,1.245e+05,2.604e+04,1.746e+02,1.508e+05
145.1,1.104e+05,1.331e+04,1.576e+02,1.239e+05
146.6,5.956e+04,5.414e+03,1.586e+02,6.514e+04
148.1,2.220e+04,7.472e+03,1.629e+02,2.984e+04
149.6,1.215e+04,1.024e+04,1.793e+02,2.257e+04
151.1,1.259e+04,1.258e+04,2.512e+02,2.542e+04
152.6,1.254e+04,1.653e+04,3.973e+02,2.947e+04
154.1,1.532e+04,2.285e+04,5.669e+02,3.874e+04
155.6,2.268e+04,3.745e+04,7.553e+02,6.089e+04
157.1,2.960e+04,4.875e+04,1.015e+03,7.937e+04
158.7,3.212e+04,5.025e+04,1.082e+03,8.346e+04
160.2,3.022e+04,4.818e+04,1.064e+03,7.946e+04
161.7,2.958e+04,4.953e+04,9.378e+02,8.005e+04
163.2,2.674e+04,4.527e+04,8.302e+02,7.283e+04
164.7,2.534e+04,4.863e+04,7.950e+02,7.477e+04
166.2,2.704e+04,5.263e+04,8.302e+02,8.050e+04
167.7,2.464e+04,5.260e+04,8.011e+02,7.804e+04
169.2,2.118e+04,4.994e+04,7.903e+02,7.190e+04
170.7,1.828e+04,4.663e+04,6.951e+02,6.560e+04
172.3,2.123e+04,4.735e+04,6.381e+02,6.921e+04
173.8,2.290e+04,4.755e+04,4.907e+02,7.094e+04
175.3,2.468e+04,4.827e+04,3.874e+02,7.334e+04
176.8,2.786e+04,4.901e+04,3.864e+02,7.725e+04
178.3,3.104e+04,5.202e+04,4.194e+02,8.348e+04
179.8,3.004e+04,5.191e+04,4.525e+02,8.240e+04
181.3,2.689e+04,4.550e+04,5.172e+02,7.290e+04
182.8,3.148e+04,4.358e+04,5.473e+02,7.561e+04
184.3,3.441e+04,3.883e+04,5.955e+02,7.383e+04
185.9,3.687e+04,3.399e+04,6.306e+02,7.150e+04
187.4,3.697e+04,2.879e+04,7.169e+02,6.647e+04
188.9,3.293e+04,2.500e+04,7.688e+02,5.869e+04
190.4,2.872e+04,2.395e+04,8.821e+02,5.355e+04
191.9,3.210e+04,2.601e+04,1.101e+03,5.921e+04
193.4,3.543e+04,2.477e+04,1.408e+03,6.161e+04
194.9,3.636e+04,2.633e+04,1.915e+03,6.461e+04
196.4,3.840e+04,3.175e+04,2.216e+03,7.237e+04
197.9,3.650e+04,4.298e+04,2.556e+03,8.203e+04
199.4,3.332e+04,5.733e+04,2.811e+03,9.346e+04
